accession,gene_name,index
NP_032939.1; NP_001280551.1; XP_006518770.1,Ppp3ca,1537
XP_006497396.1,NA,1538
NP_796216.2,Pptc7,1539
XP_006519653.1,NA,1540
XP_006536217.1,NA,1541
NP_033562.3,Ywhae,1542
XP_006500944.1,NA,1543
NP_001164215.1,Ctbp2,1544
XP_006505605.1,NA,1545
NP_766368.2,Slc9a6,1546
NP_032709.1,Nedd8,1547
XP_006514364.1,Anks1b,1548
XP_006530997.1,6430548M08Rik,1549
NP_031962.2,Epha4,1550
XP_017173558.1,NA,1551
NP_079940.2,Snx9,1552
NP_001300631.1,Mtmr1,1553
XP_006530113.1,NA,1554
NP_758492.2,Nup133,1555
XP_006501076.1,NA,1556
NP_032748.1,Npm1,1557
NP_031617.1,Calr,1558
XP_006515691.1,NA,1559
NP_033475.1; NP_035783.1,Tuba3b,1560
XP_006536217.1; NP_031484.1,Ap2a1,1561
NP_666242.2,Hnrnpa3,1562
XP_003945388.1,NA,1563
XP_006510030.1,NA,1564
NP_001192163.1,Nrxn2,1565
NP_001107037.1,Serbp1,1566
NP_001272969.1,Anks1,1567
NP_035846.1,Wfs1,1568
NP_058063.2,Pgrmc1,1569
NP_001074630.1,Fam171a1,1570
NP_653111.1,Rnf126,1571
XP_006520709.1,NA,1572
XP_006522692.1; XP_006522696.1,Dnm1l,1573
NP_034454.2,Got1,1574
XP_011248805.1,NA,1575
NP_001185752.1,App,1576
XP_006508267.1,Pgm2l1,1577
NP_033738.1,Actc1,1578
XP_017175650.1,NA,1579
NP_001033708.1,Dnm3,1580
NP_033299.1,Srp14,1581
XP_006497202.1,NA,1582
NP_033093.2,Ralbp1,1583
XP_011245678.1,Psd,1584
XP_006507602.1,Stx4a,1585
NP_666097.3,Arcn1,1586
NP_058556.1; NP_666219.1,Actr1a,1587
NP_033331.2,Syp,1588
NP_001278000.1; NP_032852.2,Pfkp,1589
NP_663486.2,Odr4,1590
NP_775617.1,Iws1,1591
NP_032267.1,Foxg1,1592
NP_033605.1,Slc30a1,1593
NP_033321.2; NP_001107041.1,Stxbp1,1594
XP_006530272.1,NA,1595
NP_033787.2,Aldoc,1596
XP_006514524.1; XP_006534321.1,Ap2b1,1597
NP_001092768.1,Scn2a,1598
NP_001293007.1,Itih1,1599
NP_031829.2,Cttn,1600
NP_001258334.1,Capzb,1601
NP_079834.2,Cyb5b,1602
XP_006513761.1,Syn3,1603
NP_444319.3,Naa15,1604
XP_006503607.1,Cdk14,1605
XP_006511771.1,NA,1606
NP_001239498.1,Serpina1a,1607
NP_001303251.1; NP_001129541.2,Ldhb,1608
NP_001028494.1,Gucy1a2,1609
NP_032766.2,Nsf,1610
NP_001074771.1; XP_011244253.1,Trio,1611
XP_006539970.1,NA,1612
NP_062364.3,Rala,1613
XP_006531074.1,Mtss2,1614
XP_006502918.1; XP_006517706.1,Pde4b,1615
XP_006521814.1,Crebbp,1616
NP_001139740.1,Pdgfrb,1617
XP_017169461.1,Ppfia2,1618
NP_058539.2,Atxn10,1619
NP_835220.1; XP_006535736.1,Agap1,1620
NP_001074681.1,Irs2,1621
NP_631888.1,Fus,1622
NP_001188320.1,Hbb-bs,1623
XP_011245024.1,Cul9,1624
NP_899131.1,Pon2,1625
NP_001074578.1,Lmtk2,1626
XP_006522973.1,NA,1627
XP_006506207.1,Srgap3,1628
NP_001334459.1,Rac1,1629
XP_006496437.1,Mfsd6,1630
XP_006530933.1,Cnot1,1631
NP_598487.1,St13,1632
NP_081264.1,Ptms,1633
NP_075700.2,Atp5md,1634
NP_032504.3,L1cam,1635
XP_006533746.1,NA,1636
XP_017172949.1,Pde10a,1637
NP_033022.1,Rab1a,1638
NP_001076444.1,Sdr39u1,1639
NP_034610.1,Hsp90aa1,1640
NP_064362.1; XP_006502128.1; XP_006501041.1,Dclk1,1641
NP_080669.1,Nmral1,1642
XP_006511700.1,Gnai2,1643
NP_033399.1,Tgm2,1644
NP_033826.2,Apoe,1645
NP_031953.1,Emd,1646
XP_006521590.1,Trappc9,1647
NP_034438.1; XP_006511700.1; NP_034435.1,Gnao1,1648
NP_033254.2,Snta1,1649
XP_006507596.1,Stim1,1650
NP_543129.3; NP_892038.2,Slc17a6,1651
XP_006508567.1; XP_006513953.1,Nap1l4,1652
NP_001277924.1; XP_006529218.1,Kif1b,1653
XP_006529737.1,Eif4e2,1654
NP_033851.1,Atp1b1,1655
NP_694697.3,Nomo1,1656
XP_011248822.1,NA,1657
NP_001160141.1,Gemin5,1658
XP_017172767.1,NA,1659
XP_006514638.1,Nipsnap1,1660
XP_006532572.1,NA,1661
XP_006515110.1,Asap2,1662
NP_001108135.1; XP_006524213.1,Plcl1,1663
NP_033475.1; NP_059075.1; NP_001029051.2; NP_035783.1; NP_033473.1,Tuba3b,1664
XP_017168097.1,NA,1665
NP_034236.2; NP_031932.1,Eef1a1,1666
NP_079924.2,Farsa,1667
NP_080788.1,Bphl,1668
XP_006496363.1,Tgfbrap1,1669
XP_006499655.1,Rtn4rl2,1670
XP_006532849.1,Skp1,1671
NP_034627.3,Idh1,1672
NP_033414.1,Tkt,1673
XP_006501076.1; NP_032191.2,Gria1,1674
NP_034743.3,Khsrp,1675
XP_006496938.1; XP_006498057.1,Rabgap1l,1676
NP_036167.1,Vat1,1677
NP_722476.1,Pygb,1678
NP_075679.2,Acin1,1679
NP_001318012.1; XP_006503732.1,Add1,1680
NP_666312.1,Eif3c,1681
NP_001032830.2,Gpx4,1682
NP_598479.1,Tmem30a,1683
XP_006537653.1; XP_006537650.1,Clta,1684
XP_006532404.1; NP_083033.1,Lasp1,1685
NP_034725.3; XP_006498875.1; XP_006501111.1,Kcna1,1686
XP_006525139.1,NA,1687
NP_598862.1,Psmd2,1688
NP_038631.1,Mt3,1689
NP_058082.2; NP_031509.1,Rhoa,1690
NP_081774.3,Sik3,1691
NP_082083.2,NA,1692
NP_084137.1,Cnrip1,1693
NP_001186222.1,Tex14,1694
XP_006510890.1,Myo5a,1695
XP_006496354.2; NP_031419.1; NP_033738.1,Cracdl,1696
XP_006523993.1,Sema6b,1697
NP_033477.2; NP_666228.1,Tubb4a,1698
NP_079845.1,Mgst3,1699
XP_011247072.1,Ksr1,1700
XP_011244620.1,Nrxn1,1701
NP_057910.3,Nes,1702
NP_001074718.1,Vcan,1703
XP_006518889.2,Fermt2,1704
XP_011243251.1,NA,1705
XP_006497645.1,Rapgef1,1706
NP_705740.1,Opalin,1707
NP_598911.1,Otub1,1708
NP_598410.2; XP_006500006.2,Slc12a6,1709
XP_006528639.1,NA,1710
NP_032086.1,Ganab,1711
XP_006500999.1,Bcan,1712
XP_011238486.1,NA,1713
XP_006503645.2,Pclo,1714
NP_001300863.1,Calm1,1715
NP_660254.1,Lgi3,1716
NP_001074968.1,Tbc1d8b,1717
NP_033444.1,Tpp2,1718
NP_032538.2,Lrp1,1719
XP_006535789.1,NA,1720
XP_003945495.1,NA,1721
NP_064382.3,Alg2,1722
XP_006497471.1,Etl4,1723
XP_006518770.1,Ppp3cb,1724
XP_006539628.1,Arhgef1,1725
NP_666319.2,Cul4a,1726
NP_849534.2,Atad3a,1727
NP_203534.1,Copb1,1728
NP_938037.2,Tmx3,1729
NP_666195.1,Srsf7,1730
NP_001276475.1,Amph,1731
NP_077754.3,Lap3,1732
NP_080832.1,Dynll2,1733
NP_001008423.2,Ccdc177,1734
NP_001116075.1,Fcgbp,1735
NP_663360.1,Mlf2,1736
XP_006532258.1,Gabra1,1737
XP_006541024.1,NA,1738
XP_006497180.1,NA,1739
NP_001004761.1,Gpr158,1740
XP_017177213.1; XP_006515829.1,Cep170b,1741
NP_032095.1; XP_011247028.1,Gabrb1,1742
XP_011246487.1; XP_017177455.1,Rph3a,1743
XP_006521906.1,Myh11,1744
NP_079793.2,Rtca,1745
XP_006497180.1; NP_598555.2,Qars,1746
NP_033989.2,Septin7,1747
XP_006539653.1,NA,1748
NP_062728.1,Tagln3,1749
XP_006515120.1,Trappc12,1750
NP_001161378.1,Cd101,1751
NP_001074488.1,Gm12657,1752
XP_006515705.1,Daam1,1753
NP_076092.1,Sfpq,1754
XP_006497714.2,NA,1755
XP_006517013.1,Diras2,1756
XP_017176862.1,NA,1757
NP_001034218.1,Hnrnpa1,1758
NP_598677.1,Eif3b,1759
XP_006513585.1,Eea1,1760
XP_006519704.1,NA,1761
NP_001028547.2,Washc4,1762
NP_001303601.1; NP_035232.1; NP_032881.1,Prkcb,1763
XP_006530014.1,NA,1764
NP_034725.3; XP_006501111.1,Kcna1,1765
NP_001258957.1,Arvcf,1766
NP_061346.2,Pebp1,1767
NP_031506.1,Arf5,1768
NP_032968.2,Npepps,1769
NP_001074658.1,Uprt,1770
NP_001028477.1,Ndufb6,1771
NP_033529.3,Vcp,1772
XP_006540792.1,Cyfip1,1773
NP_001298061.1,Akr1c20,1774
XP_006530414.1,Hectd4,1775
XP_006526252.1,NA,1776
NP_001074778.1,Pik3r4,1777
NP_031476.3; NP_031477.1,Slc25a4,1778
XP_011238578.1,Rapgef2,1779
NP_035658.1,Taldo1,1780
XP_006508567.1,Nap1l4,1781
XP_006499403.1,Dlgap4,1782
NP_033784.2,Alb,1783
NP_038913.1,Clic4,1784
XP_006515635.2,Numb,1785
XP_006540927.1,Shank1,1786
XP_006530149.1,Zc2hc1a,1787
NP_001333564.1,Camk2d,1788
NP_598912.4,NA,1789
NP_835585.3; NP_034566.1,H2ac21,1790
XP_011247832.1; XP_006532697.1,NA,1791
NP_031690.3,Cdh2,1792
NP_067490.1,Ak1,1793
NP_081406.1,Afg3l2,1794
XP_006516587.1,NA,1795
XP_017173108.1,NA,1796
NP_038674.1,Rora,1797
NP_001154885.1,Slc3a2,1798
XP_011248822.1; NP_659149.1; NP_848492.1,Atp1a1,1799
XP_017170015.1,Slc13a5,1800
XP_011246317.1,Nfasc,1801
NP_032095.1,Gabrb1,1802
NP_034538.2,Hcn1,1803
NP_035845.1,Wdr1,1804
NP_084212.2,Ddx10,1805
XP_017175466.1,Gnb1,1806
XP_011237828.1,D430041D05Rik,1807
NP_067499.2,Nampt,1808
NP_001103612.1,Cul4b,1809
XP_011246375.1,Zc3h11a,1810
XP_006515574.1,Mark3,1811
XP_011244936.1,NA,1812
NP_997508.1; NP_083093.2,Acsl4,1813
NP_001159723.1,Mgll,1814
NP_032328.2,Hsp90ab1,1815
NP_035614.1,Stam,1816
NP_001077424.1,Hba-a2,1817
XP_006509325.2,Acsl1,1818
XP_006521461.1,Ppp6r2,1819
XP_006507331.1; NP_001103610.1,Atp2a2,1820
NP_918950.2,D630045J12Rik,1821
NP_001275547.1,Crhr2,1822
NP_766300.1,Uba6,1823
NP_035783.1; NP_033473.1,Tuba1a,1824
XP_001476757.1,NA,1825
NP_115769.1; NP_032660.2,Map1a,1826
NP_001034443.1,Lin7a,1827
XP_017170934.1,NA,1828
XP_006506635.1,Scrn1,1829
XP_006502219.1,NA,1830
XP_006538266.1,NA,1831
NP_035482.1,Sema7a,1832
XP_006515962.1,Gphn,1833
XP_006511383.1,NA,1834
NP_766145.1,Rufy1,1835
NP_444473.1,Prss1,1836
NP_035823.3,Vcam1,1837
NP_062768.1,Dnaja2,1838
NP_001303601.1; NP_035232.1; NP_032881.1; NP_035231.2,Prkcb,1839
NP_079974.1,Tmed7,1840
XP_006504351.1,Rimbp2,1841
XP_011240715.1; XP_006510130.1,Ncam1,1842
NP_079590.1,Dtd1,1843
NP_079858.2,Prxl2b,1844
NP_033475.1; NP_035783.1; NP_033473.1,Tuba3b,1845
NP_598879.1,Tecr,1846
NP_080287.1,Arl8b,1847
XP_006500944.1; XP_006509052.1; XP_011241592.1; XP_006500948.1; XP_017174914.1,Ank1,1848
XP_006526272.1,Spire1,1849
NP_032470.3; NP_032471.2,Kif3b,1850
XP_017170110.1; NP_001186065.1,Dst,1851
NP_034053.2,Cnp,1852
NP_776095.2,Tmem87a,1853
NP_659037.2,Hectd1,1854
NP_001034178.1,Sel1l,1855
XP_006538538.1,Rap1gap,1856
NP_032471.2,Kif3c,1857
NP_705797.1,Gak,1858
NP_033785.1,Alcam,1859
XP_006514571.1,Ewsr1,1860
NP_033536.2,Ezr,1861
NP_035351.1,Purb,1862
XP_006529425.1,Cntn2,1863
XP_006512447.1,Clasp2,1864
NP_001104485.1; XP_006513761.1,Syn2,1865
XP_011244107.1,Adcy9,1866
NP_080414.2,Soga3,1867
XP_006505433.1; XP_006518993.1,Erc1,1868
XP_006519357.1,NA,1869
XP_017175673.1,NA,1870
NP_751893.3,Irak2,1871
XP_006518569.1; XP_006511903.1,NA,1872
XP_006500572.1,NA,1873
NP_062378.1,Dgke,1874
XP_011243274.1,NA,1875
XP_006520332.1,Adgrb1,1876
NP_001139374.1,Arhgap1,1877
XP_006540252.1,NA,1878
NP_064659.2,Cacna2d2,1879
XP_006498876.1,Kif16b,1880
XP_006500444.1,NA,1881
NP_079958.3,Pspc1,1882
XP_006538281.1; XP_006512989.1,Toporsl,1883
NP_666228.1,Tubb4b,1884
XP_017169356.1; XP_017169355.1,NA,1885
XP_017175847.1,NA,1886
NP_080120.1,Chordc1,1887
NP_031978.2,Pdia3,1888
XP_006510644.1,Anln,1889
XP_006510704.1,NA,1890
NP_001278384.1,Dpysl3,1891
XP_006495817.1,Map2,1892
NP_032857.1,Phb,1893
XP_006532556.1,Septin4,1894
NP_071290.1,Fxyd7,1895
XP_006515129.1,NA,1896
NP_001028339.1,Slc22a23,1897
NP_057925.1,Cul3,1898
NP_001095900.1,Arfgef1,1899
NP_081676.1,Lman1,1900
XP_006500944.1; XP_006500948.1; XP_017174914.1,NA,1901
NP_001333689.1,Clint1,1902
NP_032157.2,Glul,1903
NP_075766.1,Jam3,1904
XP_006516531.1,Chrm3,1905
NP_082165.1,Vps11,1906
NP_075373.1,Vps35,1907
NP_031412.2,Aco1,1908
NP_079627.3,Chchd6,1909
NP_821170.1,Vps26b,1910
NP_666269.2,Emc1,1911
NP_001298060.1,Ube2v1,1912
NP_001185927.1,Vdac3,1913
NP_083146.1,Cltb,1914
XP_006497972.1,NA,1915
XP_006517368.1,Dbn1,1916
XP_006515832.1,Pacs2,1917
XP_006495819.1,Map2,1918
XP_017173986.1,NA,1919
XP_011248822.1; NP_848492.1,Atp1a2,1920
NP_080357.4,Gprasp1,1921
XP_006510497.1,Opcml,1922
XP_006510125.1; XP_011240715.1; XP_006510130.1,Ncam1,1923
XP_006518087.1; XP_006518088.1,Cadps,1924
XP_006525007.1,Ranbp3,1925
NP_058556.1,Actr1a,1926
NP_031815.2,Ncan,1927
XP_017169989.1,NA,1928
NP_848140.3,Ylpm1,1929
XP_017177169.1,NA,1930
NP_598613.2,NA,1931
XP_006525979.1,Dmxl1,1932
NP_001029051.2; NP_035783.1; NP_033473.1,Tubal3,1933
NP_001263326.1,Ube2d2b,1934
XP_006527763.1,Wdr44,1935
XP_006520664.1,Pfkm,1936
XP_006521906.1; NP_071855.2,Myh11,1937
NP_001159496.1,Arfgap2,1938
XP_006534990.1,NA,1939
NP_057885.1,Rab10,1940
XP_006532924.1,Tom1l2,1941
NP_035286.1,Prep,1942
XP_006530606.1,Enkd1,1943
NP_848729.1,Samm50,1944
NP_001277747.1,Grk2,1945
XP_006497712.2; XP_006497714.2,Dnm1,1946
NP_001192274.1,Sun2,1947
NP_081169.2,Dcaf12,1948
NP_083949.2; NP_001240610.1,Immt,1949
NP_058025.2; NP_001103610.1,Atp2a3,1950
NP_473398.1,Plpbp,1951
NP_001078964.1; NP_001095900.1,Arfgef2,1952
NP_033483.2,Uba1,1953
XP_006498053.1,Gsn,1954
XP_011247755.1,NA,1955
XP_006501076.1; NP_001106651.1; NP_001277380.1; NP_032191.2,Gria1,1956
NP_083146.1; NP_001334441.1,Cltb,1957
XP_006501676.1,Trim46,1958
NP_034948.3,Cd200,1959
NP_932135.1,Abr,1960
NP_033970.3,Cct8,1961
NP_067248.1,Ckb,1962
NP_001159374.1,Ctnnb1,1963
XP_006526704.1,Mark2,1964
XP_006500944.1; XP_011241592.1; XP_006500948.1; XP_017174914.1,NA,1965
NP_001229307.1,Slc4a10,1966
XP_017171979.1,NA,1967
XP_006522510.1,Ppil2,1968
XP_011248822.1; NP_001277556.1; NP_659149.1; NP_848492.1,Atp4a,1969
NP_001104610.1,Lrrc10b,1970
XP_006515998.1,Golga5,1971
XP_006525967.1,Jcad,1972
XP_011246764.1,Smpd3,1973
XP_006523669.1,NA,1974
XP_006512989.1,Stxbp5,1975
NP_032880.1,Prkaca,1976
NP_081546.1,Exoc1,1977
NP_033476.1; NP_033477.2; NP_035785.1; NP_666228.1; NP_076205.1,Tubb2a,1978
NP_001005424.2,Ajm1,1979
NP_033534.2,Slc32a1,1980
NP_080066.1,Acot13,1981
XP_006528111.1,Bcap31,1982
NP_001013385.3,Prkaa1,1983
XP_006507327.1,Ate1,1984
XP_006533740.1,Mink1,1985
NP_038535.2,Eif4g2,1986
XP_017169171.1,NA,1987
XP_006522994.1,Itsn1,1988
XP_006520461.1,NA,1989
XP_017172096.1,NA,1990
XP_006525925.1,Rell2,1991
NP_035530.2,Slc2a1,1992
NP_080451.4,Sf3a1,1993
NP_758473.3,Vps18,1994
XP_017170155.1,Srcin1,1995
NP_081902.1,Psd3,1996
NP_001164481.1,Slc14a1,1997
XP_006510947.1,NA,1998
XP_017170323.1,Myh10,1999
NP_001153791.1,Ubr4,2000
XP_006529468.1,Rab3gap1,2001
XP_017170323.1; NP_071855.2,Myh10,2002
NP_001033726.1,Gng2,2003
NP_075822.3,2210010C04Rik,2004
NP_033465.1,Psmd3,2005
NP_034566.1,H2ax,2006
NP_033967.1,Cct4,2007
NP_076341.1,Rab3c,2008
XP_006501414.1,Pbxip1,2009
NP_082474.1,Xpo5,2010
NP_076157.2,Ndel1,2011
NP_062672.2,Aldh18a1,2012
XP_011240705.1,Ilf3,2013
XP_006497872.1,Sptan1,2014
NP_001035195.1,Aak1,2015
NP_001136437.1,Frrs1l,2016
XP_006527799.1,Ogt,2017
XP_006502410.1; XP_006501582.1,Lrba,2018
NP_031933.1,Eef2,2019
NP_001107041.1,Stxbp1,2020
NP_001129530.1; NP_031791.3; NP_036123.3,Crmp1,2021
XP_017170323.1; XP_006521906.1; NP_071855.2; NP_001258467.1,Myh10,2022
NP_001104301.1,Dnpep,2023
NP_690014.2,NA,2024
NP_918943.1,Rtn4,2025
NP_036168.1,Vsnl1,2026
NP_067399.2,Nectin1,2027
NP_001304282.1,Lamp1,2028
XP_006521998.1,Eif4g1,2029
XP_006509666.1; NP_076341.1; NP_076026.1,Rab3c,2030
XP_006529895.1,Camsap2,2031
XP_006527892.1,Gk,2032
NP_031419.1,Actb,2033
XP_006500539.1,Tm9sf4,2034
NP_803155.1,Psat1,2035
NP_808263.2,Mkx,2036
XP_006523032.1,NA,2037
XP_006529983.1,Clasp1,2038
NP_001070963.1,Pik3r1,2039
XP_017172452.1,Golgb1,2040
XP_006500970.1,Rap1a,2041
NP_783592.1; NP_034566.1,H2ac10,2042
XP_011246696.1,Vat1l,2043
NP_444500.1,NA,2044
NP_082270.1,Cand1,2045
XP_006506892.1,Hnrnpf,2046
NP_082812.1,Ccsap,2047
XP_011240298.1,Ppfia1,2048
NP_084385.2,Sf3b2,2049
XP_011246904.1,Cpt1a,2050
NP_001034089.1,Kif5a,2051
NP_034068.3,Copa,2052
NP_780367.2,Utp20,2053
NP_033801.4,Ankfy1,2054
NP_001039272.1,Rbm15,2055
NP_033056.2,Rbbp4,2056
NP_598648.1,Stx12,2057
NP_031419.1; NP_033738.1,Actb,2058
NP_081744.1,Cpm,2059
NP_001004436.2,Wapl,2060
XP_017170323.1; XP_006521906.1,Myh10,2061
XP_006498771.1,Epb41l1,2062
NP_058541.2,Acrbp,2063
NP_598770.1,Ncln,2064
NP_064351.2,Brinp1,2065
NP_031663.1,Cct5,2066
XP_006501080.1,NA,2067
NP_075768.1; NP_080749.2,Tubb3,2068
XP_006535185.1,Sgsm1,2069
NP_001104774.1,Tbc1d9,2070
NP_997508.1,Acsl4,2071
XP_017176860.1,NA,2072
NP_080163.1,Rab5a,2073
NP_034443.1,Gnb5,2074
NP_937813.3,Szt2,2075
NP_001074654.1,Flnc,2076
NP_780408.1,Hspa12a,2077
NP_067501.2,Psmd14,2078
NP_957678.1,Lrrc47,2079
NP_766614.2,Zbtb11,2080
XP_006514493.1,Xpo1,2081
NP_033991.1; NP_001230698.1,Cdc42,2082
NP_081770.3,Zcchc8,2083
NP_038571.2,H2-Ke6,2084
XP_006498283.1,Tsc1,2085
XP_006535000.1,NA,2086
XP_011243641.1,Pabpc1,2087
XP_006520447.1,NA,2088
NP_001094980.1,Susd5,2089
NP_001333564.1; XP_006514527.1; XP_017169728.1,Camk2d,2090
NP_031914.3,Dvl2,2091
XP_006535597.1,NA,2092
XP_017169402.1,NA,2093
NP_032858.2,Phka1,2094
XP_006520059.1,Nipbl,2095
NP_032474.2; NP_032475.2; NP_001034089.1,Kif5b,2096
NP_076054.1,Cse1l,2097
XP_006531456.1,NA,2098
XP_006537650.1,Clta,2099
NP_058093.2,Nxf1,2100
NP_598811.3,Rab15,2101
XP_011236989.1,Atg9a,2102
NP_001303601.1; NP_032881.1,Prkcb,2103
NP_032707.2,Ndrg1,2104
XP_006513030.1,Cbarp,2105
XP_006524199.1,Tmem63b,2106
XP_006535509.1,Bltp1,2107
XP_006503041.1,NA,2108
NP_758483.1,Mark4,2109
NP_061349.3,Slc1a4,2110
NP_071705.3,Hspa5,2111
NP_663506.2,Spg11,2112
NP_077133.1,Sec61b,2113
NP_001152793.1,Grid2ip,2114
NP_001240610.1,Immt,2115
XP_011247812.1,NA,2116
XP_006502996.1,Ybx1,2117
XP_006500743.1,NA,2118
NP_032474.2,Kif5b,2119
XP_006510356.1,NA,2120
NP_035761.1,Hsp90b1,2121
XP_006502410.1,Lrba,2122
NP_694698.3,Mapre2,2123
NP_031932.1,Eef1a2,2124
NP_001303296.1,Map2k4,2125
XP_006499049.1,Sirpa,2126
NP_690037.1,Rbm17,2127
XP_006502758.1; XP_006517009.1,Cap2,2128
XP_006534084.1,NA,2129
NP_001177281.1,Tmem132b,2130
NP_064362.1,Dclk1,2131
XP_006497793.1,NA,2132
NP_659134.1,BC005624,2133
NP_035345.2,Ptprn2,2134
NP_062755.1,Pex14,2135
NP_598649.1,Smpdl3b,2136
NP_062689.2,Kcmf1,2137
NP_033477.2,Tubb4a,2138
XP_006516912.2,Sfxn1,2139
NP_079580.2,Lcmt1,2140
XP_006537571.1,Zkscan16,2141
NP_542764.2,Rem2,2142
NP_001273317.1,Trim9,2143
XP_006520478.1,Ptk2,2144
XP_011238061.1,Rpap1,2145
NP_001334438.1,Nol4,2146
NP_081095.2,Dhrs1,2147
NP_067320.2,Hacd3,2148
NP_666252.1,Tram1l1,2149
NP_059075.1; NP_033473.1,Tuba8,2150
XP_006500515.1,NA,2151
NP_001074510.1,Vps51,2152
NP_080306.1,Eif2s2,2153
NP_001129530.1; NP_031791.3,Crmp1,2154
NP_001028345.1,Usp31,2155
XP_006513549.1,Plppr3,2156
XP_006517009.1,Cap2,2157
NP_848140.3; NP_034053.2,Ylpm1,2158
XP_006496385.1,Raph1,2159
NP_058082.2,Rhoa,2160
NP_001103455.1,Nos1ap,2161
NP_001036820.2,Map6,2162
XP_006537659.1,Cntfr,2163
NP_035868.1; NP_061359.2,Ywhah,2164
NP_001104485.1; NP_038708.3,Syn2,2165
NP_081420.2,Arhgef12,2166
XP_006501111.1,NA,2167
XP_006496380.1,NA,2168
XP_006534273.1,Spag9,2169
XP_006513389.1,NA,2170
XP_017170323.1; XP_006521906.1; NP_071855.2,Myh10,2171
NP_071855.2,Myh9,2172
NP_058079.2,Srrm1,2173
NP_031502.1,Arf1,2174
NP_034608.2,Hspa1b,2175
NP_001007575.2,NA,2176
XP_011238593.1,Ntng1,2177
NP_001292909.1,Diaph1,2178
XP_017169356.1,NA,2179
NP_038961.2; NP_062780.2,Vapa,2180
NP_082727.1,Larp1,2181
NP_113550.3,Ogfr,2182
NP_766307.2,Gcn1,2183
NP_035164.1,Prdx1,2184
NP_032165.3,Gnaq,2185
XP_006514995.1,Adcy3,2186
XP_006500191.1,Manbal,2187
XP_006497689.1,Cacna1b,2188
NP_001075953.1,Snx27,2189
NP_997591.1,Syngr1,2190
NP_032974.2,Psmc3,2191
NP_075023.2,Slc30a5,2192
NP_084248.2,Ermn,2193
XP_011246635.1,NA,2194
NP_001028327.1,Dnajb14,2195
NP_080113.1,Mpi,2196
